,values_fd
302,25.92410377502449
303,6.161898803710869
304,21.127574615478466
305,0.6997792053223293
306,-10.938116912841792
307,10.51534034729002
308,27.814252548217837
309,-3.7249525451659338
310,24.161763000488236
311,19.043674392700154
312,24.170112838745126
313,11.289585418701222
314,15.144930953979497
315,10.25923660278329
316,4.69283943176265
317,26.249496154785106
318,11.550608139038104
319,10.134391937255828
320,18.530027618408212
321,16.37575050353996
322,5.346124496459993
323,-3.224980773925722
324,27.60296783447268
325,-3.6732482147216388
326,16.953987045288045
327,15.204961090087863
328,19.08882774353026
329,36.45481117248528
330,10.525400390625009
331,16.993523025512673
332,13.372875366210906
333,-8.801846008300686
334,14.863111877441384
335,21.022262344360342
336,17.039480972289994
337,31.220837707519536
338,19.52540130615239
339,2.0789047241211165
340,9.085909729003902
341,14.311087570190466
342,7.591208038330137
343,15.066599273681732
344,16.925721359252975
345,14.031796798706068
346,25.66903663635253
347,7.623704376220758
348,9.269366760253888
349,6.481468429565439
350,14.924163970947234
351,11.627054138183553
352,16.09674942016602
353,-6.758351669311537
354,8.026052017211953
355,12.731398773193348
356,9.912861099243173
357,12.383199462890673
358,25.614411697387766
359,15.372916870117137
360,15.064400024414056
361,14.420078887939496
362,1.9841492462158499
363,28.052617416381793
364,0.7003097534179688
365,13.625808563232454
366,18.643185577392558
367,8.822964935302764
368,10.218549194335935
369,-4.678408279418932
370,11.2701328277588
371,12.70031055450437
372,0.935516357421875
373,16.5662605285645
374,16.89829383850099
375,7.856884460449237
376,18.902253990173335
377,4.4247002792358785
378,14.710895309448233
379,4.93471122741704
380,9.555868606567401
381,4.8701454544067815
382,16.337518844604517
383,31.91623359680176
384,17.65469669342042
385,27.755848464965823
386,30.613840789794892
387,7.3675495147705305
388,12.651316223144534
389,33.830377426147436
390,13.63919601440432
391,12.056882019042973
392,19.056049270629842
393,5.574108200073283
394,3.505095825195383
395,13.407771377563506
396,4.116816024780292
397,30.23693855285643
398,8.443369369506911
399,19.884559326171825
400,15.165853805542042
401,16.800406188964814
402,1.8542101287841888
403,12.093845138549796
404,13.827300109863302
405,16.74684455871585
406,35.534473800659214
407,12.78579826354985
408,6.896355590820235
409,15.467744903564437
410,9.058749084472652
411,25.4256210327149
412,5.653784637451167
413,10.372629470825188
414,13.659690322875974
415,6.860057449340786
416,13.169766616821335
417,21.135551986694395
418,5.814261398315466
419,19.162142105102532
420,7.960020675659166
421,20.262689895629876
422,16.729876022338885
423,15.70394012451169
424,18.323216094970746
425,-3.9837152099609625
426,19.03355377197272
427,6.676296386718718
428,13.904265975952171
429,19.039405517578132
430,23.67789955139159
431,15.498204879760749
432,6.997390594482454
433,8.99285942077637
434,18.295275650024394
435,5.019619750976574
436,14.670381317138663
437,35.12520858764657
438,17.326410369872974
439,18.26648773193358
440,16.36992294311517
441,16.690602722168023
442,9.675352630615293
443,19.4985702514648
444,25.175993194580087
445,10.45802474975585
446,12.87813888549806
447,19.612409667968677
448,10.663234176635797
449,20.992839584350577
450,25.124705657958998
451,31.209031066894568
452,17.0617557525635
453,6.6332991790771985
454,25.2584860992431
455,11.958851318359393
456,18.754533157348646
457,21.064695358276367
458,19.17570106506355
459,13.123950958251953
460,17.717122879028352
461,-5.064576950073274
462,-2.9180123901367097
463,1.7056950378417923
464,10.352809753418
465,21.824053573608353
466,-6.2472089385986465
467,13.424788970947304
468,18.609592056274437
469,5.822497711181597
470,4.62305145263673
471,16.23930953979493
472,15.755018539428704
473,-5.38326126098633
474,10.459955978393566
475,16.448480377197257
476,14.259259757995608
477,19.615398178100634
478,11.408260993957526
479,5.248117065429653
480,11.974828910827682
481,8.545701560974123
482,9.629880523681607
483,-0.04662780761719887
484,15.475249099731457
485,18.600048522949237
486,21.87573287963869
487,-5.528746261596666
488,30.348590316772516
489,16.435520820617683
490,25.46954524993896
491,21.842183265686003
492,6.834926986694313
493,1.0708216857910315
494,12.17474868774417
495,15.23017917633058
496,12.48125442504886
497,-8.057628097534177
498,14.629115562438926
499,12.698067283630394
500,16.5354540634155
501,35.128611488342244
502,20.659128379821766
503,13.808191986084012
504,11.40205703735353
505,12.651700820922827
506,21.252766342163113
507,8.130975952148447
508,16.738717346191436
509,24.081758728027353
510,10.671133956909216
511,26.020925064086896
512,-1.7219854736327989
513,12.008641967773428
514,-10.823789215087857
515,0.8140779876708848
516,11.703225440978997
517,16.432165298461882
518,0.5370017242431686
519,11.200142288207985
520,25.364234848022477
521,10.344216041564948
522,10.689136047363263
523,11.996182556152348
524,8.701472282409668
525,16.889460411071752
526,13.134498786926258
527,16.847303314209
528,10.446747741699255
529,15.095942649841277
530,4.315400886535656
531,13.701183738708494
532,8.460791778564499
533,13.140450630188013
534,12.676981620788581
535,20.59666149139406
536,21.527127761840802
537,23.35569469451906
538,20.451244964599653
539,10.798456153869608
540,24.3939665985107
541,17.746235275268532
542,12.55496284484866
543,12.550193099975615
544,16.96467803955079
545,19.00751808166507
546,9.57744445800779
547,13.892893142700188
548,19.00966552734377
549,15.465656738281211
550,16.88291358947754
551,33.05400802612303
552,10.943083724975509
553,17.231345214843827
554,17.472499084472588
555,2.998957672119218
556,7.127755355834893
557,18.641280059814505
558,17.30015647888183
559,12.547076721191388
560,13.17578033447262
561,24.067791213989267
562,16.466021804809657
563,28.449377059936523
564,35.082058029174846
565,10.535647964477562
566,15.686809921264626
567,9.081067199707036
568,-3.6624804687500045
569,26.38352439880373
570,10.235975418090788
571,14.886227569580115
572,6.834485015869177
573,10.620475387573265
574,7.180174789428634
575,18.50851959228521
576,9.198399887084975
577,26.087857208251876
578,13.450696640014598
579,18.835648193359475
580,5.934765243530251
581,14.150208053588813
582,12.095827331542978
583,13.290520782470708
584,15.164330368041988
585,4.410462341308516
586,13.281322555542033
587,10.348572845458989
588,14.815776367187539
589,11.32966522216799
590,17.682241287231477
591,29.046385879516606
592,18.271321411132817
593,14.580995635986255
594,29.216555633544885
595,10.721524276733476
596,16.14537506103511
597,17.885935440063577
598,26.521956634521416
599,19.8170063781738
600,7.96919197082525
601,23.21306396484374
602,10.592953796386723
603,16.919034729003897
604,32.13734489440924
605,7.2653138732910065
606,20.05340278625488
607,12.732573089599555
608,18.819523468017678
609,7.75854721069345
610,5.80176696777346
611,15.359308700561542
612,18.71407882690437
613,14.600576400756836
614,21.069204025268505
615,12.219041671752962
616,7.984349441528366
617,16.31068496704097
618,11.810942535400386
619,17.519557800293
620,24.586376266479533
621,19.935792694091788
622,5.799214782714785
623,9.136428146362277
624,11.16570640563964
625,8.616059341430741
626,27.871873626708975
627,21.551020050048805
628,36.1309859466553
629,16.349900054931595
630,13.858667221069368
631,19.0583908081054
632,18.74065917968744
633,35.46049583435058
634,9.09598625183105
635,10.332228698730432
636,35.15064804077156
637,21.86550308227538
638,31.269389266967778
639,10.975898361206077
640,4.788940734863218
641,9.962251892089853
642,7.777761306762727
643,14.91223564147947
644,36.18830200195316
645,17.914889068603543
646,15.774675750732513
647,22.657680892944313
648,26.138759460449137
649,6.08263153076166
650,19.023036422729547
651,-7.266792678832985
652,11.653461914062518
653,14.357000122070417
654,11.467367553710915
655,10.897532958984357
656,19.1775049591065
657,23.3075437164307
658,12.299543304443318
659,9.975928192138667
660,13.992875823974714
661,15.487165069579987
662,12.92320083618165
663,20.145608444213963
664,24.79747047424314
665,13.882545318603547
666,13.46154365539553
667,32.3832452392578
668,12.216667480468686
669,8.426463928222688
670,20.01773300170896
671,10.917805023193296
672,14.241457824707027
673,22.474936981201154
674,22.66040260314935
675,23.082301940918
676,15.701406784057667
677,23.92644577026374
678,11.502477798461996
679,4.827261505127012
680,20.39507934570304
681,16.37188362121583
682,22.54214126586919
683,13.78377075195317
684,19.67275062561032
685,16.13613059997556
686,7.204298248291025
687,19.120457229614203
688,21.38484695434579
689,35.92986946105964
690,22.898622894287087
691,23.72204681396488
692,12.845602798461869
693,22.36164138793947
694,26.315644531250086
695,16.843529281616156
696,15.9768213653565
697,25.612232971191474
698,21.3564996337891
699,23.235782318115298
700,21.77152511596671
701,15.849802627563463
702,12.188110122680655
703,23.315565948486437
704,13.283142471313454
705,23.918439254760756
706,20.04242675781245
707,-0.9300679779053098
708,20.7235091400147
709,8.046473083496153
710,14.505966339111296
711,15.37312171936037
712,24.851867599487264
713,22.857653274536233
714,36.956755065917946
715,25.264228515625064
716,19.73221870422367
717,16.67736862182619
718,49.3829770660401
719,24.4598580932618
720,21.271289825439453
721,25.428547973632817
722,24.288008804321407
723,16.44834403991706
724,13.42554046630869
725,27.573451766967878
726,31.95530509948742
727,24.246751403808616
728,48.271570816040025
729,33.37467552185069
730,15.4547119140625
731,36.05714477539061
732,6.7726380920410065
733,4.265527954101572
734,34.69546676635741
735,2.3931593322753315
736,21.096188049316424
737,7.752414016723719
738,-15.738543548583948
739,10.4478686523438
740,14.849530029296943
741,32.44173103332514
742,12.700183944702076
743,-20.505441055297865
744,17.479359130859393
745,18.806382217407304
746,9.457010650634743
747,10.799777832031282
748,48.71488838195796
749,23.039855117797856
750,24.851260757446198
751,12.26137680053705
752,29.46493209838866
753,28.686741561889676
754,22.534146804809552
755,18.098439559936537
756,28.595519943237264
757,20.617841567993196
758,31.88374244689942
759,30.40308593750001
760,1.7866607666015852
761,21.967635650634747
762,26.41113075256351
763,29.760475921630928
764,31.152245330810615
765,6.393741760253988
766,16.786673126220762
767,15.462955017089826
768,24.28348609924319
769,20.578548431396484
770,-12.741380615234334
771,1.022666168212936
772,11.546615600585938
773,28.64504913330086
774,-12.57742843627932
775,29.56079612731935
776,44.82225761413565
777,-3.6559629058838254
778,16.44099014282233
779,19.407545471191384
780,23.638544921874995
781,2.827524108886678
782,-24.2042722320557
783,32.147872772216715
784,51.11383384704595
785,1.5786504364014036
786,32.76496124267578
787,20.530729522705087
788,7.175266342163127
789,31.203997116088885
790,17.8652621459961
791,24.327424163818364
792,2.309819183349532
793,2.773190917968691
794,2.4381115722655977
795,26.710381240844754
796,43.47518836975098
797,22.640202255248937
798,24.43277000427247
799,3.4855529785156705
800,-6.672011795043886
801,19.639970932006918
802,9.000289306640639
803,21.71732414245605
804,3.6547582244874093
805,21.733341598510833
806,18.36540069580076
807,28.83148300170899
808,12.677945861816397
809,21.098797073364267
810,5.903927459716897
811,17.891096496582122
812,25.119621658325173
813,20.972428283691443
814,10.585382766723683
815,27.3371757507324
816,15.4742240142823
817,18.196362686157272
818,18.67019691467283
819,15.469942398071225
820,19.78866714477533
821,10.986798324585038
822,12.970828018188513
823,7.576315765380855
824,16.46855972290041
825,1.401081466674782
826,23.999463195800786
827,11.109225845336937
828,11.071537780761673
829,10.409948196411165
830,34.6614178466798
831,20.776540756225586
832,14.944135360717837
833,20.40826164245607
834,9.50720550537119
835,11.845516204833984
836,12.028047332763776
837,27.416205596923874
838,5.293578262329106
839,17.143864517212023
840,24.500194168090843
841,7.516324310302821
842,19.097525558471716
843,20.56307380676276
844,11.342850875854538
845,14.19906860351557
846,21.718319549560533
847,35.02608497619633
848,17.935229797363377
849,20.521866989135788
850,15.103198242187545
851,22.054191360473624
852,38.71473785400383
853,16.363797607421816
854,20.879172210693355
855,5.773985137939462
856,35.171714401245026
857,18.927047195434625
858,20.806440887451117
859,23.443836822509752
860,24.712642593383748
861,24.245175476074223
862,15.889455490112255
863,30.82480644226075
864,13.172303466796848
865,17.341660232543973
866,15.004481430053715
867,7.513265838623056
868,23.792603073120176
869,30.923234329223646
870,27.505187683105532
871,13.176046905517637
872,9.766342849731473
873,23.694693374633857
874,16.19363876342777
875,16.70562164306648
876,17.025586090087927
877,40.48477600097658
878,45.73014862060552
879,17.11312347412104
880,17.248553314208948
881,25.74823104858399
882,17.77293273925784
883,13.187935943603634
884,2.3945159912109375
885,18.417802734375073
886,2.327104873657163
887,19.795220413208085
888,16.049713897705146
889,15.868603057861378
890,20.74723945617677
891,17.05360687255859
892,20.248923950195376
893,12.73262252807615
894,9.625288619995104
895,21.550775299072257
896,18.673185577392587
897,22.70236091613765
898,22.373886184692424
899,24.75105072021495
900,27.275620651245163
901,22.40122352600099
902,31.014449081420935
903,22.202566452026417
904,21.4286492919922
905,25.76542076110843
906,9.20185508728025
907,22.984701461792042
908,16.620242309570358
909,21.081806488037046
910,23.570232620239267
911,18.59338500976571
912,12.744318771362373
913,-1.4177536773680686
914,23.153084945678756
915,25.81491333007807
916,1.638905181884752
917,21.46719558715813
918,33.35843223571783
919,7.669480514526413
920,41.38496627807626
921,6.188509368896462
922,34.08811462402355
923,15.683940124511764
924,22.452893829345726
925,26.792022094726576
926,12.780822143554701
927,10.287678451538113
928,26.12574577331543
929,14.766494293212872
930,29.687959594726635
931,15.839257202148474
932,21.181935653686537
933,21.888291778564508
934,21.15311981201171
935,16.275070648193378
936,16.451287002563504
937,20.72290115356452
938,36.78244758605956
939,16.324956588745067
940,29.44482559204107
941,20.646845245361305
942,27.653814239501912
943,2.9644696044921375
944,23.81072929382333
945,15.89715438842768
946,13.525944747924768
947,18.534765701293964
948,5.153558959960947
949,20.16438133239751
950,22.950837249755864
951,24.32314620971681
952,27.279945678710988
953,13.657828826904279
954,10.01458274841309
955,10.413897018432635
956,28.663898620605437
957,14.749849777221698
958,22.306831207275422
959,27.302361679077194
960,33.083111190795876
961,16.954811706542955
962,26.246343765258757
963,33.7008322143555
964,19.885828475952167
965,28.01634529113778
966,25.461923599243164
967,17.827883071899464
968,21.179630737304706
969,21.72453231811528
970,23.735726165771553
971,17.204905624389767
972,21.184370803832962
973,15.39343818664554
974,23.686581878662082
975,18.06860877990721
976,21.491577377319345
977,29.50636657714847
978,25.259995040893614
979,25.222444076538068
980,27.55387405395504
981,23.837222366333094
982,23.64086433410648
983,13.8495285034179
984,27.40981582641598
985,11.753458633422838
986,21.536853103637668
987,20.47510856628412
988,19.579311065673892
989,22.042654342651417
990,5.7421527862549055
991,15.752363510131886
992,15.46173698425298
993,17.103189620971648
994,22.783798904418973
995,14.178162765502975
996,13.096214065551749
997,12.80793884277341
998,27.06205314636236
999,10.17024955749514
1000,23.04409576416026
1001,27.439400863647506
1002,25.851786956787123
1003,16.285726776123056
1004,18.06084831237797
1005,26.861014633178797
1006,19.571205291748015
1007,17.67826927185058
1008,13.253345642089812
1009,19.772497787475572
1010,20.89422119140636
1011,15.212501525878906
1012,0.23149353027349662
1013,-6.769469909667919
1014,23.302194519042928
1015,24.92410934448253
1016,25.940032196044967
1017,16.770004348754924
1018,19.611582641601558
1019,17.392197570800818
1020,10.292972564697266
1021,26.348622207641597
1022,7.193010253906209
1023,21.299164123535206
1024,24.55900268554683
1025,20.086567153930673
1026,25.602514190673787
1027,21.569788589477525
1028,22.627124252319277
1029,19.90247390747072
1030,16.95970855712892
1031,26.92994438171388
1032,33.463749084472624
1033,10.512188415527362
1034,20.463082733154238
1035,16.529053573608394
1036,31.848502883911124
1037,19.22317062377931
1038,8.903739852905233
1039,22.751574783325168
1040,14.935057907104465
1041,31.104687347412096
1042,25.944776763916025
1043,26.11017837524423
1044,10.322338256835906
1045,23.99338768005373
1046,22.048726348876926
1047,20.16422088623051
1048,20.612710876464917
1049,29.050394439697243
1050,25.106842346191343
1051,33.38468536376956
1052,29.009453506469754
1053,15.492592086792001
1054,27.79184959411623
1055,18.722767105102548
1056,23.462481613159184
1057,20.080712356567346
1058,8.071023483276349
1059,39.00107528686533
1060,29.10124816894529
1061,20.795132522583003
1062,17.491556091308553
1063,27.829214706421
1064,17.51576194763186
1065,28.12571891784671
1066,25.81915946960453
1067,9.314631958007794
1068,31.187933654785184
1069,16.763791580200177
1070,21.31159584045406
1071,31.573086624145503
1072,19.251965942382753
1073,29.798462524414163
1074,30.435720977783262
1075,24.151587600708012
1076,21.308172454833993
1077,32.07233634948739
1078,29.77409088134766
1079,-2.5628565216063635
1080,41.85422874450694
1081,32.72469497680663
1082,23.198263854980496
1083,23.070818634033117
1084,25.104262161254837
1085,21.046506500244163
1086,19.852390365600513
1087,22.11466751098635
1088,25.18998161315926
1089,19.110748977661046
1090,25.94848136901851
1091,7.787996902465807
1092,25.938388748169018
1093,11.155127868652357
1094,20.9542575073242
1095,22.100557250976635
1096,12.124565277099691
1097,22.246662292480437
1098,22.05724052429207
1099,20.26263671875006
1100,20.49944488525398
1101,21.404689712524487
1102,19.488967666625967
1103,13.754589920044054
1104,16.064516067504883
1105,21.730740890502943
1106,6.040953521728625
1107,26.142870330810524
1108,15.354929428100604
1109,19.879712677001976
1110,28.763368148803806
1111,19.91897048950193
1112,25.852822570800754
1113,24.35607803344726
1114,13.613871231079202
1115,32.64466247558596
1116,27.016023864746103
1117,26.974372863769645
1118,22.193384933471748
1119,26.046998367309584
1120,16.775516586303752
1121,25.635998916626022
1122,8.64253227233894
1123,6.954223175048924
1124,20.03061042785646
1125,27.12276947021485
1126,30.36434494018556
1127,27.13075172424317
1128,28.990838317871066
1129,37.09488708496099
1130,21.549803466796902
1131,23.44118232727044
1132,12.740799942016565
1133,-1.9438382720946947
1134,21.12886436462395
1135,23.71976417541498
1136,34.69054588317874
1137,12.426552124023488
1138,20.69112518310544
1139,21.32185562133793
1140,14.968871688842796
1141,19.827773208618282
1142,-5.1233032226562045
1143,18.28051460266113
1144,29.613626632690398
1145,8.509778823852457
1146,23.139734115600504
1147,36.786172332763726
1148,11.435158843994145
1149,9.466143722534298
1150,41.252328872680664
1151,33.189362487793005
1152,31.47503707885744
1153,20.14342636108404
1154,32.74715568542479
1155,11.261191101074246
1156,24.47380149841308
1157,36.01208312988285
1158,35.373366088867215
1159,40.10662094116208
1160,30.141205444336038
1161,20.22436614990238
1162,25.74510894775392
1163,16.821257781982467
1164,36.381960067749105
1165,16.94671585083006
1166,9.84440292358397
1167,44.97107070922857
1168,25.331794815063404
1169,23.82269004821785
1170,25.9316626739502
1171,33.08154396057125
1172,31.842571334838794
1173,29.853757324218805
1174,35.22624412536618
1175,33.413526763916025
1176,16.25422149658209
1177,2.340878982543927
1178,27.82526458740233
1179,25.683658447265657
1180,34.95120033264163
1181,9.191940994262723
1182,18.428453979492133
1183,30.141963806152376
1184,31.26174797058104
1185,29.91955970764161
1186,32.21394042968757
1187,9.944111022949187
1188,17.726046829223606
1189,22.18809341430665
1190,41.10395782470698
1191,42.597633972167955
1192,20.053068389892587
1193,26.29300041198735
1194,31.75597290039059
1195,46.176962127685556
1196,13.50889778137207
1197,36.277616043090916
1198,15.637978134155219
1199,29.005358734130823
1200,34.890647125244186
1201,15.802138595581027
1202,11.410919265746998
1203,-3.921480178833008
1204,27.508944702148483
1205,14.509357147216747
1206,1.0832767486572266
1207,38.8547983551025
1208,50.73476341247556
1209,34.84337142944344
1210,41.33963714599611
1211,28.52781372070308
1212,24.76829360961915
1213,22.161032867431572
1214,21.251923370361396
1215,31.82388961792003
1216,53.398593673706046
1217,5.636515274047838
1218,11.432253723144527
1219,28.96731140136717
1220,34.88950157165539
1221,26.11053062438964
1222,27.055603713989285
1223,15.525728836059557
1224,27.808463973998983
1225,29.347783737182567
1226,47.930609512329056
1227,17.298338699340775
1228,18.884929656982536
1229,27.21243263244628
1230,29.560633468627998
1231,20.11343185424812
1232,32.02631065368655
1233,18.071726837158167
1234,8.244271545410243
1235,32.65521675109858
1236,6.5306102752686
1237,15.943835678100527
1238,32.314186859130814
1239,27.95092834472655
1240,22.891595535278384
1241,3.859157485961987
1242,27.542804641723592
1243,18.348435058593736
1244,19.354007186889703
1245,33.28404571533201
1246,24.55199310302737
1247,7.0214100646973066
1248,27.126406402587804
1249,29.591038131713844
1250,19.53113769531251
1251,30.754351730346684
1252,22.410428924560506
1253,35.48136749267576
1254,38.517654876709
1255,32.538463745117156
1256,35.641762237548846
1257,29.98005241394037
1258,39.2652355194092
1259,32.56851036071782
1260,24.726791305542065
1261,17.395956573486274
1262,19.385811996460006
1263,37.37349075317377
1264,47.06925010681152
1265,20.412698211669976
1266,33.92275993347175
1267,31.290482254028348
1268,20.058767929077135
1269,13.898754577636737
1270,32.950506286621135
1271,48.06367652893073
1272,41.08651100158693
1273,18.421287994384784
1274,25.851556854248088
1275,32.424781341552716
1276,32.38296775817878
1277,53.39218399047866
1278,24.23350540161141
1279,49.23185028076182
1280,6.272418518066388
1281,10.562354888916047
1282,29.85714447021485
1283,15.210567169189403
1284,-11.150582122802803
1285,-5.685144042968773
1286,52.823766403198306
1287,-13.537767333984448
1288,36.960387802124046
1289,-9.425327606201222
1290,33.14642776489268
1291,34.42941146850592
1292,8.820975036621121
1293,44.43020126342776
1294,-0.23380935668944858
1295,24.118187484741156
1296,20.930342864990166
1297,39.72112602233892
1298,8.551193923950223
1299,32.47918998718262
1300,1.0539024353028026
1301,-12.060465469360338
1302,43.66451721191413
1303,22.064693374633748
1304,-0.173199615478552
1305,38.78585784912116
1306,31.393309707641606
1307,61.7094844818115
1308,28.01018913269047
1309,-10.310089950561519
1310,23.67326545715332
1311,49.53794273376468
1312,18.87211486816409
1313,17.605801467895503
1314,34.28051551818851
1315,16.176096420288104
1316,26.602426071166974
1317,44.83933685302736
1318,30.95780113220212
1319,28.15869903564453
1320,12.68226211547858
1321,12.182577056884725
1322,33.620514678955146
1323,21.21144706726068
1324,35.24681243896475
1325,15.217166137695244
1326,9.881636428833076
1327,14.327242736816402
1328,17.428348159790062
1329,12.59388481140138
1330,48.985248489379956
1331,14.468880233764594
1332,27.915201797485338
1333,39.73678344726568
1334,19.25030189514166
1335,32.70547859191902
1336,17.288424072265684
1337,23.50757362365721
1338,16.175731582641674
1339,29.528597793579138
1340,25.906086196899423
1341,23.09233589172368
1342,25.747851715087904
1343,38.546537780761696
1344,27.71434272766112
1345,27.23523864746096
1346,29.705559310913145
1347,30.30297134399416
1348,13.39367301940922
1349,32.65160621643065
